user,repo,file,nbr of comits in the last year,nbr of commits in the last 6 month,nbr of commits in the last month,Data of creation,repos html url,
cnb0,learning-gitlab,Dependency-Scanning.gitlab-ci.yml,,,,2021-08-17,https://github.com/cnb0/learning-gitlab/blob/9b18ad456045f2fae91ea03b9dab12aeb98facb8/WS/07.gitlab-python.01/python-master/tests/telmpates/security/Dependency-Scanning.gitlab-ci.yml,api.github.com/repos/cnb0/learning-gitlab
cnb0,learning-gitlab,Dependency-Scanning.gitlab-ci.yml,,,,2021-08-17,https://github.com/cnb0/learning-gitlab/blob/9b18ad456045f2fae91ea03b9dab12aeb98facb8/WS/05.gitlab.node/node-master/tests/telmpates/security/Dependency-Scanning.gitlab-ci.yml,api.github.com/repos/cnb0/learning-gitlab
atari-vcs,libglvnd,gitlab-ci.yml,,,,2021-09-07,https://github.com/atari-vcs/libglvnd/blob/00342d84cc463c085eea86a47458b8f42d5ce9f9/debian/apertis/gitlab-ci.yml,api.github.com/repos/atari-vcs/libglvnd
atari-vcs,linux,gitlab-ci.yml,,,,2021-09-01,https://github.com/atari-vcs/linux/blob/f95f36a199985ad3843a6094e48396a773405266/debian/apertis/gitlab-ci.yml,api.github.com/repos/atari-vcs/linux
atari-vcs,linux,gitlab-ci.yml,,,,2021-09-01,https://github.com/atari-vcs/linux/blob/f95f36a199985ad3843a6094e48396a773405266/debian/atari/gitlab-ci.yml,api.github.com/repos/atari-vcs/linux
antonenko-anton,mcs-mock,gitlab-ci.yml,,,,2021-09-01,https://github.com/antonenko-anton/mcs-mock/blob/0ced0961aa51941682f37fdd323127a2cec8b9c8/gitlab-ci.yml,api.github.com/repos/antonenko-anton/mcs-mock
chouquette,medialibrary,gitlab-ci.yml,,,,2014-05-11,https://github.com/chouquette/medialibrary/blob/32258929a09e3b23fd9ac076ec62e1e82e92ddf7/ci/gitlab-ci.yml,api.github.com/repos/chouquette/medialibrary
meltano,meltano,sample_code.gitlab-ci.yml,,,,2021-06-21,https://github.com/meltano/meltano/blob/31230a3fce37855749cf9970aafcf16c9debc447/.gitlab/ci/sample_code.gitlab-ci.yml,api.github.com/repos/meltano/meltano
meltano,meltano,docker.gitlab-ci.yml,,,,2021-06-21,https://github.com/meltano/meltano/blob/86c1f5e8b609fe42c164762a401e6ed3638d9d18/.gitlab/ci/docker.gitlab-ci.yml,api.github.com/repos/meltano/meltano
meltano,meltano,test.gitlab-ci.yml,,,,2021-06-21,https://github.com/meltano/meltano/blob/5b2b8084c743a18dbff4f5684e5c6a13755b321e/.gitlab/ci/test.gitlab-ci.yml,api.github.com/repos/meltano/meltano
meltano,meltano,docker_base.gitlab-ci.yml,,,,2021-06-21,https://github.com/meltano/meltano/blob/12bce5fd73d005d0e5d7ed7631696e7373bd5fc0/.gitlab/ci/docker_base.gitlab-ci.yml,api.github.com/repos/meltano/meltano
meltano,meltano,global.gitlab-ci.yml,,,,2021-06-21,https://github.com/meltano/meltano/blob/12bce5fd73d005d0e5d7ed7631696e7373bd5fc0/.gitlab/ci/global.gitlab-ci.yml,api.github.com/repos/meltano/meltano
meltano,meltano,docker_prod.gitlab-ci.yml,,,,2021-06-21,https://github.com/meltano/meltano/blob/12bce5fd73d005d0e5d7ed7631696e7373bd5fc0/.gitlab/ci/docker_prod.gitlab-ci.yml,api.github.com/repos/meltano/meltano
mesa3d,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/mesa3d/mesa/blob/e86fec17975fcf31df5da8830f1b354faabe838e/src/freedreno/ci/gitlab-ci.yml,api.github.com/repos/mesa3d/mesa
mesa3d,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/mesa3d/mesa/blob/9d1d2d7e4358f1bbfdf67dfd7435d12bb931a656/src/panfrost/ci/gitlab-ci.yml,api.github.com/repos/mesa3d/mesa
mesa3d,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/mesa3d/mesa/blob/86e4fea2d597c20d022af2f4637dd1c01a83dcd9/src/gallium/drivers/zink/ci/gitlab-ci.yml,api.github.com/repos/mesa3d/mesa
mesa3d,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/mesa3d/mesa/blob/3e94af062949322aab18bba482863ad7ae96b137/src/gallium/drivers/llvmpipe/ci/gitlab-ci.yml,api.github.com/repos/mesa3d/mesa
mesa3d,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/mesa3d/mesa/blob/dcc89c9165166d33926739a5312a64103ce36428/src/gallium/drivers/virgl/ci/gitlab-ci.yml,api.github.com/repos/mesa3d/mesa
mesa3d,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/mesa3d/mesa/blob/03e457bb1aaf6a0962f7bf5903366ba65428025a/src/gallium/frontends/lavapipe/ci/gitlab-ci.yml,api.github.com/repos/mesa3d/mesa
opencor,mesa,gitlab-ci.yml,,,,2016-03-30,https://github.com/opencor/mesa/blob/6f08430368513ddd221f21a70d707c824bc5d864/src/gallium/drivers/panfrost/ci/gitlab-ci.yml,api.github.com/repos/opencor/mesa
sailfishos-mirror,mesa,gitlab-ci.yml,,,,2020-03-31,https://github.com/sailfishos-mirror/mesa/blob/1cc8523c5cc5730b7b38bf25424b12b3220d151e/src/gallium/drivers/zink/ci/gitlab-ci.yml,api.github.com/repos/sailfishos-mirror/mesa
sailfishos-mirror,mesa,gitlab-ci.yml,,,,2020-03-31,https://github.com/sailfishos-mirror/mesa/blob/07956bbcae4cbc396d2e6b8dcf2bab5acbfd6507/src/gallium/drivers/llvmpipe/ci/gitlab-ci.yml,api.github.com/repos/sailfishos-mirror/mesa
sailfishos-mirror,mesa,gitlab-ci.yml,,,,2020-03-31,https://github.com/sailfishos-mirror/mesa/blob/dcc89c9165166d33926739a5312a64103ce36428/src/gallium/drivers/virgl/ci/gitlab-ci.yml,api.github.com/repos/sailfishos-mirror/mesa
sailfishos-mirror,mesa,gitlab-ci.yml,,,,2020-03-31,https://github.com/sailfishos-mirror/mesa/blob/aad7a1d79a02ed26aa9d047d705516bcd1e90460/src/gallium/frontends/lavapipe/ci/gitlab-ci.yml,api.github.com/repos/sailfishos-mirror/mesa
mustafa-baydar,my-case,gitlab-ci.yml,,,,2021-09-07,https://github.com/mustafa-baydar/my-case/blob/569b036f4483a10ba33b6eb7b12273b6b917bf0b/tool/gitlab-ci.yml,api.github.com/repos/mustafa-baydar/my-case
nusrte,NeonUserBot,gitlab-ci.yml,,,,2021-10-02,https://github.com/nusrte/NeonUserBot/blob/7a4b03bf9e8040603220eeb409727eeb099876ae/.github/workflows/gitlab-ci.yml,api.github.com/repos/nusrte/NeonUserBot
ZhalgasFromMSU,net,gitlab-ci-test.yml,,,,2021-10-12,https://github.com/ZhalgasFromMSU/net/blob/a394c446dbd96856f834d6f55f8792e9cb6d95a1/utils/tests/gitlab-ci-test.yml,api.github.com/repos/ZhalgasFromMSU/net
ZhalgasFromMSU,net,gitlab-ci-doc.yml,,,,2021-10-12,https://github.com/ZhalgasFromMSU/net/blob/a394c446dbd96856f834d6f55f8792e9cb6d95a1/utils/tests/gitlab-ci-doc.yml,api.github.com/repos/ZhalgasFromMSU/net
ZhalgasFromMSU,net,gitlab-ci-clang.yml,,,,2021-10-12,https://github.com/ZhalgasFromMSU/net/blob/a394c446dbd96856f834d6f55f8792e9cb6d95a1/utils/tests/gitlab-ci-clang.yml,api.github.com/repos/ZhalgasFromMSU/net
zed-eiq,netlify-test,example.gitlab-ci.yml,,,,2021-09-28,https://github.com/zed-eiq/netlify-test/blob/349964c0ce061ce9592b6d4f7c27dffe0a60eb24/example.gitlab-ci.yml,api.github.com/repos/zed-eiq/netlify-test
ign-andr,Netology,gitlab-ci.yml,,,,2021-03-29,https://github.com/ign-andr/Netology/blob/0b707de0606680b392df8879c6498dc74ab25c40/10%20DevOps_MLOps/05%20CI_CD/dz/gitlab-ci.yml,api.github.com/repos/ign-andr/Netology
Vista-Technology,netops-quickstart,gitlab-ci.yml,,,,2021-05-21,https://github.com/Vista-Technology/netops-quickstart/blob/f3ca37c69165438e4b3909665480a525443e8ddf/gitlab-ci.yml,api.github.com/repos/Vista-Technology/netops-quickstart
pablopalafox,npms,build.gitlab-ci.yml,,,,2021-06-27,https://github.com/pablopalafox/npms/blob/3d21dfadca3d8108bc71fcae96060516172dfd72/external/eigen/ci/build.gitlab-ci.yml,api.github.com/repos/pablopalafox/npms
pablopalafox,npms,smoketests.gitlab-ci.yml,,,,2021-06-27,https://github.com/pablopalafox/npms/blob/3d21dfadca3d8108bc71fcae96060516172dfd72/external/eigen/ci/smoketests.gitlab-ci.yml,api.github.com/repos/pablopalafox/npms
pablopalafox,npms,test.gitlab-ci.yml,,,,2021-06-27,https://github.com/pablopalafox/npms/blob/3d21dfadca3d8108bc71fcae96060516172dfd72/external/eigen/ci/test.gitlab-ci.yml,api.github.com/repos/pablopalafox/npms
cbowers1020,ns-3.34,gitlab-ci-pybindgen.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-pybindgen.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci-ubuntu.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-ubuntu.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci-fedora.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-fedora.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci-gcc.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-gcc.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci-test.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-test.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci-doc.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-doc.yml,api.github.com/repos/cbowers1020/ns-3.34
cbowers1020,ns-3.34,gitlab-ci-clang.yml,,,,2021-03-09,https://github.com/cbowers1020/ns-3.34/blob/eb2d5cebbaf01dff512ce30f8b666584ec099e3f/utils/tests/gitlab-ci-clang.yml,api.github.com/repos/cbowers1020/ns-3.34
Gabrielcarvfer,NS3,gitlab-ci-ubuntu.yml,,,,2017-10-03,https://github.com/Gabrielcarvfer/NS3/blob/ac23794b60938818311ba5e7a9673970866e7b15/utils/tests/gitlab-ci-ubuntu.yml,api.github.com/repos/Gabrielcarvfer/NS3
Gabrielcarvfer,NS3,gitlab-ci-fedora.yml,,,,2017-10-03,https://github.com/Gabrielcarvfer/NS3/blob/ac23794b60938818311ba5e7a9673970866e7b15/utils/tests/gitlab-ci-fedora.yml,api.github.com/repos/Gabrielcarvfer/NS3
Gabrielcarvfer,NS3,gitlab-ci-gcc.yml,,,,2017-10-03,https://github.com/Gabrielcarvfer/NS3/blob/ac23794b60938818311ba5e7a9673970866e7b15/utils/tests/gitlab-ci-gcc.yml,api.github.com/repos/Gabrielcarvfer/NS3
Tomoki-Nakashima,ns3-ai_rate_control,gitlab-ci-fedora.yml,,,,2021-09-30,https://github.com/Tomoki-Nakashima/ns3-ai_rate_control/blob/73a14518e712abef447b703e6e4b5bac2047a960/utils/tests/gitlab-ci-fedora.yml,api.github.com/repos/Tomoki-Nakashima/ns3-ai_rate_control
Tomoki-Nakashima,ns3-ai_rate_control,gitlab-ci-gcc.yml,,,,2021-09-30,https://github.com/Tomoki-Nakashima/ns3-ai_rate_control/blob/73a14518e712abef447b703e6e4b5bac2047a960/utils/tests/gitlab-ci-gcc.yml,api.github.com/repos/Tomoki-Nakashima/ns3-ai_rate_control
Tomoki-Nakashima,ns3-ai_rate_control,gitlab-ci.yml,,,,2021-09-30,https://github.com/Tomoki-Nakashima/ns3-ai_rate_control/blob/73a14518e712abef447b703e6e4b5bac2047a960/utils/tests/gitlab-ci.yml,api.github.com/repos/Tomoki-Nakashima/ns3-ai_rate_control
Tomoki-Nakashima,ns3-ai_rate_control,gitlab-ci-test.yml,,,,2021-09-30,https://github.com/Tomoki-Nakashima/ns3-ai_rate_control/blob/73a14518e712abef447b703e6e4b5bac2047a960/utils/tests/gitlab-ci-test.yml,api.github.com/repos/Tomoki-Nakashima/ns3-ai_rate_control
Tomoki-Nakashima,ns3-ai_rate_control,gitlab-ci-doc.yml,,,,2021-09-30,https://github.com/Tomoki-Nakashima/ns3-ai_rate_control/blob/73a14518e712abef447b703e6e4b5bac2047a960/utils/tests/gitlab-ci-doc.yml,api.github.com/repos/Tomoki-Nakashima/ns3-ai_rate_control
Tomoki-Nakashima,ns3-ai_rate_control,gitlab-ci-clang.yml,,,,2021-09-30,https://github.com/Tomoki-Nakashima/ns3-ai_rate_control/blob/73a14518e712abef447b703e6e4b5bac2047a960/utils/tests/gitlab-ci-clang.yml,api.github.com/repos/Tomoki-Nakashima/ns3-ai_rate_control
o2ac,o2ac-ur,gitlab-ci.yml,,,,2020-11-10,https://github.com/o2ac/o2ac-ur/blob/dbe1f0742a8a38f5fb6b15dc00af29b0ae4e097c/gitlab-ci/gitlab-ci.yml,api.github.com/repos/o2ac/o2ac-ur
lazy-stock-screener-demo,orchestration,Auto-Deploy.gitlab-ci.yml,,,,2021-04-28,https://github.com/lazy-stock-screener-demo/orchestration/blob/b7045b81923995156ea7c78e62e280bfbe62fa65/gitlab-runner/templates/Auto-Deploy.gitlab-ci.yml,api.github.com/repos/lazy-stock-screener-demo/orchestration
ITISFoundation,osparc-python-runner-tensorflow,gitlab-ci.yml,,,,2021-07-22,https://github.com/ITISFoundation/osparc-python-runner-tensorflow/blob/4ec908560d584f86327750a6ba71a5d3ba784de2/ci/gitlab-ci.yml,api.github.com/repos/ITISFoundation/osparc-python-runner-tensorflow
cran,packager,dot_gitlab-ci.yml,,,,2020-02-23,https://github.com/cran/packager/blob/3cb2f2798f3498ca4f25fc8fdccf29e8ba6cd38a/inst/templates/dot_gitlab-ci.yml,api.github.com/repos/cran/packager
winter-loo,perfetto,gitlab-ci.yml,,,,2021-09-06,https://github.com/winter-loo/perfetto/blob/0838748c5fe62c3aaf16c448134c51de86164fd1/debian/gitlab-ci.yml,api.github.com/repos/winter-loo/perfetto
DeveloperMujtaba,pipelines,gitlab-ci.yml,,,,2021-04-01,https://github.com/DeveloperMujtaba/pipelines/blob/30c7b6b57eff8988080d4a2959882087090e3a0b/gitlab-ci.yml,api.github.com/repos/DeveloperMujtaba/pipelines
codehelp,pkg-mando,gitlab-ci.yml,,,,2018-10-08,https://github.com/codehelp/pkg-mando/blob/175646075bbac3a3f3fdbb275d88804d9aaeeeec/debian/gitlab-ci.yml,api.github.com/repos/codehelp/pkg-mando
M4kssl,PMUlab1,gitlab-ci.yml,,,,2021-09-02,https://github.com/M4kssl/PMUlab1/blob/03ecaa4d49afae74a6201ccd4acfbbd76958f068/gitlab-ci.yml,api.github.com/repos/M4kssl/PMUlab1
LLNL,radiuss-spack-testing,gitlab-ci.yml,,,,2021-08-03,https://github.com/LLNL/radiuss-spack-testing/blob/f43b1ad6967712718824b2fc9a2c84be9fd67f91/gitlab-ci.yml,api.github.com/repos/LLNL/radiuss-spack-testing
raffaeldutra,raffaeldutra.github.io,production-gitlab-ci.yml,,,,2017-03-01,https://github.com/raffaeldutra/raffaeldutra.github.io/blob/a3b2c834e63eed0a300642851a3b3f6e4f6bbfb4/gitlab-build-defs/production-gitlab-ci.yml,api.github.com/repos/raffaeldutra/raffaeldutra.github.io
d-e-s-o,rbuf,gitlab-ci.yml,,,,2020-02-15,https://github.com/d-e-s-o/rbuf/blob/d85980d6514ca36f106a603b8099ed2ef4a830be/ci/gitlab-ci.yml,api.github.com/repos/d-e-s-o/rbuf
Alien-Leader,recommandService,gitlab-mirror-and-ci-action.yml,,,,2021-09-02,https://github.com/Alien-Leader/recommandService/blob/a49eb7470b3bea02a1f2a6c77602f8e6b7fde60a/.github/workflows/gitlab-mirror-and-ci-action.yml,api.github.com/repos/Alien-Leader/recommandService
opnfv,releng,Docker.gitlab-ci.yml,,,,2016-11-03,https://github.com/opnfv/releng/blob/1dc087147f3d271ebb326ea7fa0869678b2a4bd3/gitlab-templates/Docker.gitlab-ci.yml,api.github.com/repos/opnfv/releng
opnfv,releng,GoogleStorage.gitlab-ci.yml,,,,2016-11-03,https://github.com/opnfv/releng/blob/1dc087147f3d271ebb326ea7fa0869678b2a4bd3/gitlab-templates/GoogleStorage.gitlab-ci.yml,api.github.com/repos/opnfv/releng
renovatebot,renovate,gitlab-ci.yml,,,,2016-12-17,https://github.com/renovatebot/renovate/blob/4f06d2590e008f42af4b7f2f69c8100ddc489cac/lib/manager/regex/__fixtures__/gitlab-ci.yml,api.github.com/repos/renovatebot/renovate
WhiteSourceE,renovate,gitlab-ci.yml,,,,2021-09-01,https://github.com/WhiteSourceE/renovate/blob/e8f68c4b63dfabb6081d7d1fa272f48e1379fd49/lib/manager/regex/__fixtures__/gitlab-ci.yml,api.github.com/repos/WhiteSourceE/renovate
rcn-ee,repos,gitlab-ci.yml,,,,2014-09-06,https://github.com/rcn-ee/repos/blob/5a6e695473f9e0dba427e37957a47966b20bb285/debian-11-wpa/suite/focal/debian/gitlab-ci.yml,api.github.com/repos/rcn-ee/repos
rcn-ee,repos,gitlab-ci.yml,,,,2014-09-06,https://github.com/rcn-ee/repos/blob/ffc3e907c87d13e1399d074d423f95972ede947b/debian-11-wpa/suite/bullseye/debian/gitlab-ci.yml,api.github.com/repos/rcn-ee/repos
Lorioux,sinatra,gitlab-ci.yml,,,,2021-09-25,https://github.com/Lorioux/sinatra/blob/0a5628c1174783a722bfa03149d75e60957c7b0c/gitlab-ci.yml,api.github.com/repos/Lorioux/sinatra
veloren,site,check.gitlab-ci.yml,,,,2019-04-17,https://github.com/veloren/site/blob/6e3aed02148e50107f6090b19a2884a1cf437835/.gitlab/CI/check.gitlab-ci.yml,api.github.com/repos/veloren/site
veloren,site,publish.gitlab-ci.yml,,,,2019-04-17,https://github.com/veloren/site/blob/6e3aed02148e50107f6090b19a2884a1cf437835/.gitlab/CI/publish.gitlab-ci.yml,api.github.com/repos/veloren/site
shirishshukla,sks_test,Base.loader.gitlab-ci.v1.yml,,,,2017-12-21,https://github.com/shirishshukla/sks_test/blob/9b76246a4bcc5109422f54ac5b2427e63df73718/prv/Base.loader.gitlab-ci.v1.yml,api.github.com/repos/shirishshukla/sks_test
eclipse-researchlabs,smartclide-cicd,maven.gitlab-ci.yml,,,,2021-09-12,https://github.com/eclipse-researchlabs/smartclide-cicd/blob/0a86709070b2334d89f0a298633cf0e1e20da988/src/main/resources/static/templates/pipelines/maven.gitlab-ci.yml,api.github.com/repos/eclipse-researchlabs/smartclide-cicd
xom4ek,templates,deploy.helm.gitlab-ci.yml,,,,2021-06-23,https://github.com/xom4ek/templates/blob/f67e71c8cc39ab61dad1f2ffbcba2c22a37c89da/deploy.helm.gitlab-ci.yml,api.github.com/repos/xom4ek/templates
xom4ek,templates,default.gitlab-ci.yml,,,,2021-06-23,https://github.com/xom4ek/templates/blob/8cc63502fc9fa2ad94f4c066ad666dfbb3f10afd/presets/default.gitlab-ci.yml,api.github.com/repos/xom4ek/templates
xom4ek,templates,deploy.wiki.gitlab-ci.yml,,,,2021-06-23,https://github.com/xom4ek/templates/blob/8cc63502fc9fa2ad94f4c066ad666dfbb3f10afd/deploy.wiki.gitlab-ci.yml,api.github.com/repos/xom4ek/templates
myatsumon-seagate,tescicd,gitlab-ci-old.yml,,,,2021-09-22,https://github.com/myatsumon-seagate/tescicd/blob/0d856f5bc0a40e0e84d26f50725e565ba84cd2a6/gitlab-ci-old.yml,api.github.com/repos/myatsumon-seagate/tescicd
Deadsven,test,gitlab-ci.yml,,,,2021-06-29,https://github.com/Deadsven/test/blob/2f179fb5f2c37b4af2aa812ac344e5e8b471a855/gitlab-ci.yml,api.github.com/repos/Deadsven/test
dilNai,testKatalonPipeline,gitlab-ci.yml,,,,2021-10-08,https://github.com/dilNai/testKatalonPipeline/blob/6a216cd520427fff3c5dfe76917b2e2427f3a487/gitlab-ci.yml,api.github.com/repos/dilNai/testKatalonPipeline
VeraKorzh,thumbtack_final_work,gitlab-ci.yml,,,,2021-05-25,https://github.com/VeraKorzh/thumbtack_final_work/blob/82c444a4a805ca12ad735d5d89cdc1a10bc3dddd/gitlab-ci.yml,api.github.com/repos/VeraKorzh/thumbtack_final_work
aquasecurity,trivy,Trivy.gitlab-ci.yml,,,,2019-04-11,https://github.com/aquasecurity/trivy/blob/5750cc2e1a18e3d15c24eef094a5d92773cdab22/contrib/Trivy.gitlab-ci.yml,api.github.com/repos/aquasecurity/trivy
immydestiny,trivy-file,Trivy.gitlab-ci.yml,,,,2021-08-25,https://github.com/immydestiny/trivy-file/blob/660cdf4172c994072d49c67b55f41f9d01d96f57/contrib/Trivy.gitlab-ci.yml,api.github.com/repos/immydestiny/trivy-file
jeremyephron,vcp,gitlab-ci-test.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-test.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci-pybindgen.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-pybindgen.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci-fedora.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-fedora.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci-doc.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-doc.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci-ubuntu.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-ubuntu.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci-clang.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-clang.yml,api.github.com/repos/jeremyephron/vcp
jeremyephron,vcp,gitlab-ci-gcc.yml,,,,2021-05-05,https://github.com/jeremyephron/vcp/blob/346390dfb0256c000877f0b38d5b2ae1360e14c2/ns3/utils/tests/gitlab-ci-gcc.yml,api.github.com/repos/jeremyephron/vcp
naveenlr92,vin-nginx,gitlab-ci.yml,,,,2021-09-06,https://github.com/naveenlr92/vin-nginx/blob/2530280b1e2d01835e8bdfbb7165471b76dfd55f/nginx-1.21.1/debian/gitlab-ci.yml,api.github.com/repos/naveenlr92/vin-nginx
lyric-li,vue-cli-plugin-standard,_gitlab-ci.yml,,,,2021-08-02,https://github.com/lyric-li/vue-cli-plugin-standard/blob/d69f67a1c7f0a44f1df7acce62213e0f9684e9f5/generator/template/_gitlab-ci.yml,api.github.com/repos/lyric-li/vue-cli-plugin-standard
dongsanche,wpt,gitlab-ci-ubuntu.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci-ubuntu.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci-fedora.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci-fedora.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci-gcc.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci-gcc.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci-test.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci-test.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci-doc.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci-doc.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci-clang.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/ba3c3973bf68bb9cd7fed5fd65afa8c361aad83b/utils/tests/gitlab-ci-clang.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt,gitlab-ci-pybindgen.yml,,,,2021-09-29,https://github.com/dongsanche/wpt/blob/a653f42a946724ce8694437f372c345f97742da6/utils/tests/gitlab-ci-pybindgen.yml,api.github.com/repos/dongsanche/wpt
dongsanche,wpt1,gitlab-ci-pybindgen.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-pybindgen.yml,api.github.com/repos/dongsanche/wpt1
dongsanche,wpt1,gitlab-ci-ubuntu.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-ubuntu.yml,api.github.com/repos/dongsanche/wpt1
dongsanche,wpt1,gitlab-ci-fedora.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-fedora.yml,api.github.com/repos/dongsanche/wpt1
dongsanche,wpt1,gitlab-ci-gcc.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-gcc.yml,api.github.com/repos/dongsanche/wpt1
dongsanche,wpt1,gitlab-ci.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci.yml,api.github.com/repos/dongsanche/wpt1
dongsanche,wpt1,gitlab-ci-test.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-test.yml,api.github.com/repos/dongsanche/wpt1
